Date,Open,High,Low,Close,Volume,Return,Vol-5d,MACD,RSI,EMA,MFI,signal
2004-10-06,68.84384155273438,69.29429626464844,68.06806945800781,68.60861206054688,13381405,-0.00932282241822291,0.018091275965906213,4.510982756388572,79.39284913977872,65.01811082482644,80.6089000581238,0.0
2004-10-07,68.52852630615234,70.010009765625,68.34334564208984,69.49449157714844,14115071,0.012912074592323464,0.01479352589388876,4.597547227934307,80.56247474963716,65.83199823433952,81.3137193716458,0.0
2004-10-08,69.42942810058594,69.909912109375,68.57858276367188,68.9339370727539,11069519,-0.008066171745025885,0.015565405614987949,4.568258095855356,77.56255993300164,66.39598711405122,75.07868955853927,0.0
2004-10-11,68.56856536865234,69.49949645996094,66.99198913574219,67.69770050048828,10472117,-0.017933642335862587,0.0157528412678757,4.394633686372252,71.26035488386754,66.63266227522159,73.32790800164685,0.0
2004-10-12,67.28728485107422,68.87387084960938,66.76676940917969,68.76876831054688,11665523,0.0158213322186751,0.017355969811827226,4.29396317733606,73.28563593026611,67.02104519073528,77.6526432618468,0.0
2004-10-13,71.73173522949219,71.84684753417969,70.110107421875,70.52052307128906,19766214,0.02547311524952134,0.022791452443581797,4.305897338608105,76.23532838606634,67.6573138962905,79.131432282284,1.0
2004-10-14,70.57557678222656,71.26126098632812,69.34934997558594,71.0710678100586,10442147,0.007806872592436509,0.01860914566465887,4.310095508639236,77.09144625741234,68.27799642606652,73.98812143183481,1.0
2004-10-15,72.53753662109375,72.82282257080078,71.0460433959961,72.12712860107422,13194792,0.014859222234257174,0.016422989391654916,4.34851094132425,78.67819001860596,68.97783863970429,77.94556924984744,1.0
2004-10-18,71.67166900634766,74.67467498779297,70.67567443847656,74.65465545654297,14036350,0.03504266570000558,0.014135625512653327,4.530678896242222,81.90806485462929,70.00998715185678,77.90129379007554,1.0
2004-10-19,75.32532501220703,76.27627563476562,73.74874877929688,74.0440444946289,18109872,-0.008179141115579935,0.02162661231129359,4.573061702749001,78.80240011907519,70.74345212326989,76.8409442034704,1.0
2004-10-20,74.0890884399414,74.56957244873047,69.869873046875,70.31531524658203,22722655,-0.050358260053141146,0.04270152373988391,4.256704454979925,63.074734348271576,70.66560905478119,72.88505752400954,1.0
2004-10-21,72.27227020263672,75.14013671875,70.8808822631836,74.76476287841797,29149821,0.06327849937431984,0.049797331386906965,4.315278451375903,70.61215150843333,71.41090974998787,74.91545986541276,1.0
2004-10-22,85.35535430908203,90.17517852783203,82.12212371826172,86.30130004882812,73710016,0.1543044707995771,0.07763831326403756,5.232286360136243,81.28128280974973,74.11825344068609,81.51876394743384,1.0
2004-10-25,88.28828430175781,97.31230926513672,86.36135864257812,93.79379272460938,65462872,0.08681784250691593,0.04724805665728066,6.488804378342579,85.0718402517636,77.69562421958123,85.12112104727404,0.0
2004-10-26,93.26325988769531,96.41641235351562,90.090087890625,90.9909896850586,44569586,-0.029882606920270005,0.0931829021278367,7.175723900809672,78.655231638166,80.11296339512256,86.76366333613682,0.0
2004-10-27,91.45145416259766,94.8548583984375,90.9759750366211,93.07807922363281,26686287,0.022937321000663147,0.05843751750087518,7.7986255536737445,79.87264909661641,82.47025718212441,87.4154217992853,0.0
2004-10-28,93.43343353271484,97.29228973388672,92.89289093017578,96.74674987792969,29663906,0.039414980249886655,0.048140731975885406,8.490438176588953,81.83401800574089,85.06598312681628,90.56316758559795,0.0
2004-10-29,99.54454803466797,100.0750732421875,95.39539337158203,95.41541290283203,42282675,-0.013761051164793314,0.04602219038186891,8.82949596374732,78.83182771773991,86.94769763154642,93.43216429134095,0.0
2004-11-01,96.87187194824219,98.9339370727539,95.73072814941406,98.11311340332031,24425350,0.028273215179978717,0.02804374200254331,9.209719672087019,80.40085966044283,88.97777322641439,93.7099018045538,0.0
2004-11-02,99.48948669433594,99.72472381591797,96.76676940917969,97.53253173828125,22669907,-0.005917472648660382,0.022351004471378232,9.356347462639661,79.04296551235159,90.53318386493562,93.84454518264445,1.0
2004-11-03,99.1891860961914,100.9009017944336,95.47046661376953,95.9309310913086,27749623,-0.01642119422543431,0.02336992915855937,9.236838728839615,75.26652463344712,91.51459245154888,89.2712568569643,1.0
2004-11-04,94.31431579589844,95.29529571533203,91.76676940917969,92.44244384765625,28790381,-0.03636457192656606,0.027048920532768268,8.759659527891927,67.68149951005334,91.68329270538658,83.34058837378366,1.0
2004-11-05,91.0810775756836,91.24124145507812,84.35935974121094,84.75975799560547,39626534,-0.08310777530624058,0.041094904944747615,7.67311217111245,54.62547380546274,90.42446821269911,76.51513664438,1.0
2004-11-08,85.55055236816406,87.80780792236328,84.78478240966797,86.36135864257812,22361216,0.018895767105136185,0.05106100076797333,6.862148770304543,56.50897754194883,89.68572101813166,72.53451369413747,1.0
2004-11-09,87.13713836669922,87.68769073486328,82.71772003173828,84.43443298339844,22106272,-0.022312359248012892,0.05131425233418694,5.99486259149991,53.62484105622312,88.73094137545289,72.13249920058757,1.0
2004-11-10,85.42041778564453,86.34634399414062,83.24824523925781,84.0140151977539,21266712,-0.004979221992610472,0.020690426244478526,5.213509749518948,52.989381357680806,87.87331843405306,67.92083613855985,1.0
2004-11-11,84.64965057373047,91.96696472167969,83.86886596679688,91.60160064697266,29941029,0.09031332964338068,0.04952629508952146,5.1472029746907,61.78988516717363,88.55118792731116,65.05890246798829,1.0
2004-11-12,92.70771026611328,94.9949951171875,88.78878784179688,91.0910873413086,33458708,-0.005573191975449809,0.044445334047286386,4.9958709304310815,60.96296082874367,89.01298782076523,62.33293318098767,0.0
2004-11-15,90.31531524658203,94.25425720214844,89.46446228027344,92.52752685546875,23779197,0.015769265205694216,0.05034306150400691,4.934960703944938,62.484301192140386,89.65199491798404,60.331478421939764,0.0
2004-11-16,88.83883666992188,89.82482147216797,85.50050354003906,86.35635375976562,41792965,-0.06669553705183018,0.042801645524320864,4.338712835628257,52.938987294978254,89.0527874346716,51.8518185246479,0.0
2004-11-17,84.59459686279297,88.83883666992188,84.58458709716797,86.33633422851562,36229534,-0.00023182464727133922,0.043730049840758234,3.8205260492903648,52.910749286195475,88.55888685173414,43.94384568298511,0.0
2004-11-18,85.23023223876953,87.29729461669922,82.94794464111328,83.85385131835938,33225941,-0.028753628843976586,0.03618157146266797,3.172967667739215,49.39242523364165,87.703425845666,34.27453347915405,0.0
2004-11-19,84.63463592529297,85.0750732421875,83.34334564208984,84.78478240966797,17521061,0.011101828677781533,0.03427856300391543,2.7037244909845555,50.71589715516209,87.17276340275727,28.458514170550398,0.0
2004-11-22,82.31731414794922,84.83483123779297,80.73573303222656,82.63262939453125,24711664,-0.025383718091506302,0.022102069721341242,2.1335904283198914,47.61569758463811,86.34728449217071,22.337746637749287,0.0
2004-11-23,84.0690689086914,85.50050354003906,83.33333587646484,83.84384155273438,24801773,0.014657795196376666,0.022162892438033165,1.7592106889569976,49.48715158794857,85.89211304863683,28.72399765643349,0.0
2004-11-24,87.49749755859375,88.69369506835938,86.34133911132812,87.46746826171875,30531438,0.04321875813270393,0.034460971001814236,1.7349094831762102,54.701173562708234,86.17854126919718,36.39874946421723,1.0
2004-11-26,87.98799133300781,90.1051025390625,87.74774932861328,89.78478240966797,12947240,0.02649344029274281,0.029206747861933394,1.8809559977635502,57.707657470048986,86.8342214765555,42.4984185128332,0.0
2004-11-29,90.27027130126953,91.56656646728516,88.84384155273438,90.61561584472656,21311867,0.00925361083204157,0.012190400318161293,2.0402218202766704,58.76437342907867,87.52174772531387,48.41779050165028,0.0
2004-11-30,90.44544219970703,91.59159088134766,90.21521759033203,91.0810775756836,15384600,0.005136661342727278,0.011330438356123176,2.1788831945695364,59.376760171938486,88.16889860719927,53.50176727833244,0.0
2004-12-01,91.0660629272461,91.34133911132812,89.8648681640625,90.070068359375,15712472,-0.011100101615162616,0.010761469500272264,2.182040137861904,57.38335785795444,88.51456583486757,54.13793922575473,0.0
2004-12-02,90.0400390625,90.8458480834961,89.36436462402344,89.78978729248047,12509278,-0.0031118114152663967,0.009035158665564397,2.137288368576719,56.81390674541102,88.74642428170628,48.05876410052171,0.0
