Date,Open,High,Low,Close,Volume,Return,Vol-5d,MACD,RSI,EMA,MFI,signal
2002-02-06,11.899999618530273,12.0,11.199999809265137,11.260000228881836,8859400,-0.020869545314622928,0.03700235586750259,0.5427847102702543,44.33097558333347,12.638853355717632,62.58821026353833,0.0
2002-02-07,11.25,11.850000381469727,11.0600004196167,11.239999771118164,7172400,-0.0017762395521423446,0.04318508274010764,0.39258239754142465,44.22282558052062,12.38451634033591,59.410437472425535,0.0
2002-02-08,11.510000228881836,12.670000076293945,11.5,12.520000457763672,6085600,0.1138790669671137,0.08150889877483922,0.3725369663034801,52.25134305372254,12.409149816231865,58.93062554683493,0.0
2002-02-11,12.640000343322754,13.5,12.539999961853027,13.300000190734863,9469700,0.062300295882777856,0.05794008679371016,0.41480862176656785,56.37240423682375,12.571122611596046,50.580793835018696,0.0
2002-02-12,13.029999732971191,13.239999771118164,12.5,12.899999618530273,7463400,-0.030075230561518396,0.072934270967533,0.4112913988137308,53.807666837673196,12.630918431038632,52.90094713952285,0.0
2002-02-13,13.100000381469727,13.329999923706055,13.0600004196167,13.289999961853027,6040800,0.03023258564771858,0.046901685508994484,0.43495979683581787,55.91371783508933,12.750751436641249,48.41317289210205,0.0
2002-02-14,13.34000015258789,14.260000228881836,13.300000190734863,13.880000114440918,9281500,0.04439429302343112,0.04006816843275901,0.4956121459560219,58.9620119201526,12.95606937805937,41.19668492190634,0.0
2002-02-15,13.90999984741211,14.039999961853027,13.270000457763672,13.40999984741211,7265400,-0.03386169042893705,0.04402217482150402,0.4999908922449823,55.66036877669807,13.038602190668957,28.444614474288926,0.0
2002-02-19,12.949999809265137,13.84000015258789,12.800000190734863,13.010000228881836,8291900,-0.029828458097071908,0.0028519259319646022,0.46581483054024453,52.943214493343916,13.033401833980388,31.441437390006183,0.0
2002-02-20,13.1899995803833,13.399999618530273,12.149999618530273,12.960000038146973,8016100,-0.003843212133376017,0.018374343631730027,0.42974166349882026,52.597569189773964,13.020056052919767,33.34246331640376,0.0
2002-02-21,12.90999984741211,13.649999618530273,12.899999618530273,13.260000228881836,8276200,0.023148162797209215,0.026489902761283764,0.4205135089409531,54.516285774015884,13.063682266731051,31.81189434404716,0.0
2002-02-22,13.050000190734863,13.229999542236328,12.699999809265137,13.069999694824219,7865400,-0.01432884847496263,0.022295370467943016,0.3933345588190438,53.05165837297815,13.064830890020717,31.906431159469268,0.0
2002-02-25,13.09000015258789,13.739999771118164,13.0,13.729999542236328,5734700,0.05049731161611826,0.03254467019131246,0.42020762494080266,57.33915728153717,13.185770644969008,40.8579242799685,1.0
2002-02-26,13.510000228881836,14.489999771118164,13.449999809265137,14.399999618530273,8310500,0.04879825918659986,0.03694669478457496,0.4899206301258481,61.211732392972074,13.406539549252873,50.65141636099664,1.0
2002-02-27,14.550000190734863,14.729999542236328,14.119999885559082,14.270000457763672,8550600,-0.009027719736833584,0.03388696891919162,0.5285856369746202,60.0722832689774,13.56353244170938,58.5235334388728,1.0
2002-02-28,14.289999961853027,14.75,13.930000305175781,14.100000381469727,6052400,-0.011913109379156017,0.034736167955153996,0.5392937059184479,58.53770442590277,13.661072067120353,58.33274732521569,1.0
2002-03-01,14.130000114440918,15.399999618530273,14.119999885559082,15.390000343322754,9839200,0.09148935652146162,0.04403285505251997,0.6444434012682017,65.69839316797088,13.975422662793516,60.35312683778533,1.0
2002-03-04,15.420000076293945,16.489999771118164,15.399999618530273,16.479999542236328,13928200,0.07082515754370933,0.054718521981622574,0.806433059916893,70.35689536632944,14.430800277237662,62.83584196226616,1.0
2002-03-05,16.0,16.68000030517578,15.529999732971191,15.970000267028809,8809700,-0.030946558821221437,0.06554266388780255,0.883474211435157,65.85060013880285,14.710654820836051,61.10703255945304,0.0
2002-03-06,14.819999694824219,16.59000015258789,14.819999694824219,16.329999923706055,14262700,0.02254224487525458,0.05090804459757764,0.9624839271295862,67.43610135383754,15.00508120317605,51.6521506180925,0.0
2002-03-07,16.40999984741211,16.950000762939453,15.399999618530273,15.619999885559082,9272300,-0.04347826340870187,0.05254426483440548,0.9567794685521935,61.38306804581214,15.116884599972964,52.1862094328654,0.0
2002-03-08,16.25,16.959999084472656,15.930000305175781,16.350000381469727,9434800,0.046734987276507045,0.04922868853401424,0.9996403514653167,64.87412714146505,15.34108746933601,58.89112938166295,0.0
2002-03-11,16.040000915527344,16.8799991607666,15.859999656677246,16.709999084472656,6624700,0.02201826878309654,0.04661749046124599,1.0505467477027235,66.48330159525354,15.589980490269944,64.73838443464872,0.0
2002-03-12,16.350000381469727,16.59000015258789,16.040000915527344,16.309999465942383,5619100,-0.0239377403019706,0.035864340152606144,1.046549832191694,63.02824969426016,15.720893031301296,65.12933331686973,1.0
2002-03-13,16.049999237060547,16.34000015258789,15.640000343322754,15.739999771118164,5559400,-0.03494786716667031,0.03021676772271457,0.9860217907404731,58.37289318008276,15.72436698399527,59.914533302677164,1.0
2002-03-14,14.989999771118164,15.5,14.279999732971191,14.479999542236328,15169300,-0.08005084162668485,0.04191199117885143,0.8268499817070278,49.64389793464987,15.498118358220916,56.199717770770484,1.0
2002-03-15,14.270000457763672,14.289999961853027,13.550000190734863,14.029999732971191,12320700,-0.031077335876464884,0.03630625455206067,0.6568225114208488,46.94392844191805,15.231187699084602,49.848161819825805,0.0
2002-03-18,14.149999618530273,15.279999732971191,14.140000343322754,15.010000228881836,9831800,0.06985035741715628,0.07643643657076492,0.5943016268371313,52.94584080258466,15.190971795411372,50.529919710530756,1.0
2002-03-19,15.149999618530273,15.399999618530273,14.5600004196167,14.65999984741211,4893700,-0.023317813200046777,0.056164813246215244,0.5106251013413399,50.7382579257979,15.094431441229688,49.31055485796906,0.0
2002-03-20,14.479999542236328,15.130000114440918,14.300000190734863,14.5,7179300,-0.010914041546893571,0.050591583139563315,0.4264839599047363,49.717713191673965,14.986352997369744,48.85826245684657,0.0
2002-03-21,14.619999885559082,15.239999771118164,14.5600004196167,15.170000076293945,5577900,0.0462069018133755,0.044733051602773445,0.4091484966612775,53.89932528413107,15.019743375355961,47.22034577054727,0.0
2002-03-22,15.119999885559082,15.600000381469727,15.100000381469727,15.529999732971191,5185000,0.023731025370251402,0.03876762989350999,0.41962184141445924,56.01591276819963,15.11251725855873,43.0788297837878,0.0
2002-03-25,15.470000267028809,15.729999542236328,14.720000267028809,14.739999771118164,5116100,-0.05086928367267174,0.05081692126268525,0.3600254981369151,50.53297318345787,15.044786806296809,44.638521163750255,0.0
2002-03-26,14.640000343322754,15.449999809265137,14.550000190734863,14.829999923706055,4925100,0.006105844910814673,0.038991491321039524,0.31640985106736785,51.11996815697832,15.005734645825761,48.84931277067279,0.0
2002-03-27,13.899999618530273,14.350000381469727,13.699999809265137,14.25,8146300,-0.03910990739648712,0.03008020518609376,0.23236443735749823,47.23033226418353,14.868328346584711,40.56356958574954,0.0
